Invoice No.,Vendor Name,Address,Phone No,Mail,Date,Item/Material Name,Quantity,Unit,Unit Price,Tax Amount,Total Price,Payment Terms,Status,Due Date
INV000675,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,24-02-2025,Milk,13,liters,7.46,6.53,103.51,Net 45,Approved,10-04-2025
INV000676,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,28-01-2024,Paneer,28,kg,3.17,7.39,96.15,Net 60,Approved,28-03-2024
INV000677,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,24-04-2025,Banana,64,kg,24.56,77.4,1649.24,Net 60,Pending,23-06-2025
INV000678,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,23-02-2024,Fish Fillet,23,kg,17.35,12.61,411.66,Net 15,Rejected,09-03-2024
INV000679,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,01-07-2024,Spinach,44,kg,9.47,26.08,442.76,Net 30,Approved,31-07-2024
INV000680,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,05-05-2025,Ice Cream Base,58,liters,16.67,64.01,1030.87,Net 60,Approved,04-07-2025
INV000681,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,11-08-2024,Mushrooms,43,kg,17.67,47.34,807.15,Net 15,Approved,26-08-2024
INV000682,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,25-06-2024,Pasta,128,kg,21.74,125.11,2907.83,Net 60,Approved,24-08-2024
INV000683,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,11-03-2024,Pasta,94,kg,10.2,37.39,996.19,Net 30,Rejected,10-04-2024
INV000684,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,03-12-2024,Flour,47,kg,13.18,54.27,673.73,Net 60,Approved,01-02-2025
INV000685,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,17-03-2024,Chicken Breast,90,kg,21.01,155.87,2046.77,Net 30,Approved,16-04-2024
INV000686,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,07-05-2025,Banana,117,kg,18.26,243.79,2380.21,Net 15,Rejected,22-05-2025
INV000687,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,19-03-2024,Sugar,147,kg,14.39,1920.44,4035.77,Net 15,Approved,03-04-2024
INV000688,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,10-12-2024,Lettuce,119,kg,13.05,45.08,1598.03,Net 45,Approved,24-01-2025
INV000689,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,09-05-2024,Potatoes,118,kg,24.32,317.52,3187.28,Net 30,Approved,08-06-2024
INV000690,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,20-08-2024,Mushrooms,29,kg,2.26,6.38,71.92,Net 30,Approved,19-09-2024
INV000691,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,23-01-2024,Bread,68,pieces,5.28,9.07,368.11,Net 60,Approved,23-03-2024
INV000692,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,05-02-2024,Soft Drink Syrup,500,liters,3.3,107.96,1757.96,Net 15,Approved,20-02-2024
INV000693,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,08-09-2024,Butter,61,kg,18.95,38.77,1194.72,Net 15,Approved,23-09-2024
INV000694,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,13-02-2024,Mutton,20,kg,16.77,18.11,353.51,Net 60,Approved,13-04-2024
INV000695,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,15-08-2024,Bread,34,pieces,10.55,36.15,394.85,Net 60,Rejected,14-10-2024
INV000696,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,05-10-2024,Potatoes,116,kg,23.15,61.2,2746.6,Net 15,Approved,20-10-2024
INV000697,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,18-10-2024,Olive Oil,35,liters,1.05,3.33,40.08,Net 60,Approved,17-12-2024
INV000698,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,30-11-2024,Lemon,84,pieces,16.72,37.6,1442.08,Net 15,Approved,15-12-2024
INV000699,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,23-04-2024,Potatoes,86,kg,11.55,85.62,1078.92,Net 30,Approved,23-05-2024
INV000700,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,08-07-2024,Potatoes,60,kg,10.86,46.74,698.34,Net 60,Approved,06-09-2024
INV000701,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,16-02-2025,Butter,47,kg,15.65,31.21,766.76,Net 45,Approved,02-04-2025
INV000702,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,16-11-2024,Sugar,72,kg,16.86,105.17,1319.09,Net 15,Approved,01-12-2024
INV000703,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,15-03-2025,Ice Cream Base,35,liters,24.59,75.02,935.67,Net 60,Rejected,14-05-2025
INV000704,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,19-05-2024,Vanilla Essence,53,ml,17.68,43.21,980.25,Net 15,Approved,03-06-2024
INV000705,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,12-05-2024,Black Pepper,46,grams,4.1,20.49,209.09,Net 30,Approved,11-06-2024
INV000706,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,15-05-2024,Banana,35,kg,18.02,26.12,656.82,Net 45,Rejected,29-06-2024
INV000707,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,02-03-2024,Vanilla Essence,47,ml,22.27,122.55,1169.24,Net 60,Approved,01-05-2024
INV000708,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-04-2025,Cheese,17,kg,7.62,2.71,132.25,Net 15,Rejected,03-05-2025
INV000709,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,24-10-2024,Cooking Oil,148,liters,25,99.9,3799.9,Net 30,Approved,23-11-2024
INV000710,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,26-04-2025,Cheese,76,kg,9.61,39,769.36,Net 60,Approved,25-06-2025
INV000711,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,06-07-2024,Ice Cream Base,67,liters,20.66,88.25,1472.47,Net 45,Approved,20-08-2024
INV000712,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,21-01-2025,Paneer,64,kg,20.4,83.21,1388.81,Net 30,Approved,20-02-2025
INV000713,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,28-03-2025,Yogurt,56,kg,14.73,69.54,894.42,Net 30,Rejected,27-04-2025
INV000714,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,21-04-2024,Mutton,32,kg,22.21,33.86,744.58,Net 30,Approved,21-05-2024
INV000715,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,29-06-2024,Mutton,61,kg,3.21,8.38,204.19,Net 15,Approved,14-07-2024
INV000716,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,24-12-2024,Soda Water,146,liters,20.13,189.01,3127.99,Net 30,Approved,23-01-2025
INV000717,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,10-05-2025,Ginger,78,kg,6.93,21.92,562.46,Net 15,Rejected,25-05-2025
INV000718,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,16-07-2024,Milk,22,liters,21.96,22.08,505.2,Net 45,Approved,30-08-2024
INV000719,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,22-12-2024,Cheese,92,kg,18.6,37.57,1748.77,Net 45,Approved,05-02-2025
INV000720,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,17-07-2024,Cumin,73,grams,23.43,159.04,1869.43,Net 45,Approved,31-08-2024
INV000721,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,08-01-2024,Rice,115,kg,2.03,14.85,248.3,Net 30,Approved,07-02-2024
INV000722,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,27-12-2024,Chili Powder,132,grams,7.65,65.48,1075.28,Net 60,Approved,25-02-2025
INV000723,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,11-08-2024,Flour,147,kg,19.69,195.71,3090.14,Net 15,Approved,26-08-2024
INV000724,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,28-02-2025,Paneer,26,kg,14,13.91,377.91,Net 45,Approved,14-04-2025
INV000725,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,02-05-2024,Green Peas,65,kg,6.43,30.47,448.42,Net 15,Approved,17-05-2024
INV000726,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,27-02-2024,Pasta,39,kg,17.84,16.07,711.83,Net 30,Rejected,28-03-2024
INV000727,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,09-12-2024,Rice,35,kg,7.74,16.8,287.7,Net 30,Approved,08-01-2025
INV000728,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,25-09-2024,Cream,94,liters,3.48,12.56,339.68,Net 15,Approved,10-10-2024
INV000729,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,01-04-2025,Mint Leaves,61,grams,12.62,78.89,848.71,Net 15,Pending,16-04-2025
INV000730,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,20-08-2024,Flour,16,kg,22.89,20.65,386.89,Net 30,Approved,19-09-2024
INV000731,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,11-05-2025,Chocolate Sauce,135,liters,12.38,164.86,1836.16,Net 15,Rejected,26-05-2025
INV000732,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,25-11-2024,Turmeric,90,grams,16.59,47.48,1540.58,Net 45,Approved,09-01-2025
INV000733,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,13-07-2024,Black Pepper,99,grams,6.82,74.76,749.94,Net 15,Approved,28-07-2024
INV000734,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,20-12-2024,Wheat,23,kg,1.06,2.23,26.61,Net 45,Rejected,03-02-2025
INV000735,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,22-08-2024,Salt,54,kg,6.84,23.37,392.73,Net 45,Approved,06-10-2024
INV000736,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,03-06-2024,Chocolate Sauce,43,liters,9.55,18.22,428.87,Net 30,Approved,03-07-2024
INV000737,Unknown Vendor Co.,"69594 Johnson Village, Hillshire, VI 90390",001-209-674-3953x39421,praviiabi@gmail.com,25-10-2024,Garlic,1,kg,20.87,1911.55,1932.42,Net 30,Approved,24-11-2024
INV000738,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,08-12-2024,Turmeric,20,grams,22.72,44.78,499.18,Net 30,Approved,07-01-2025
INV000739,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,26-01-2024,Vanilla Essence,57,ml,22.79,99.73,1398.76,Net 15,Approved,10-02-2024
INV000740,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,26-03-2025,Tomatoes,117,kg,4.74,51.86,606.44,Net 15,Approved,10-04-2025
INV000741,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,10-10-2024,Chili Powder,21,grams,8.07,8.66,178.13,Net 60,Approved,09-12-2024
INV000742,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,12-04-2024,Chocolate Sauce,145,liters,4.83,45.44,745.79,Net 30,Approved,12-05-2024
INV000743,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,11-03-2024,Chili Powder,136,grams,10.65,82.67,1531.07,Net 15,Approved,26-03-2024
INV000744,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,17-08-2024,Wheat,25,kg,24.76,48.54,667.54,Net 60,Approved,16-10-2024
INV000745,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,10-09-2024,Banana,83,kg,22.38,133.86,1991.4,Net 45,Approved,25-10-2024
INV000746,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,18-11-2024,Garlic,47,kg,4.31,15.19,217.76,Net 45,Rejected,02-01-2025
INV000747,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,16-05-2024,Cumin,47,grams,15.07,63.28,771.57,Net 15,Approved,31-05-2024
INV000748,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,04-06-2024,Salt,148,kg,5.18,47.48,814.12,Net 60,Approved,03-08-2024
INV000749,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,12-04-2024,Potatoes,62,kg,7.44,46.83,508.11,Net 45,Rejected,27-05-2024
INV000750,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,22-02-2025,Eggs,20,pieces,1.56,2.33,33.53,Net 60,Rejected,23-04-2025
INV000751,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,11-10-2024,Lemon,57,pieces,16.97,28.34,995.63,Net 30,Approved,10-11-2024
INV000752,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,16-02-2025,Olive Oil,91,liters,9.09,90.66,917.85,Net 45,Approved,02-04-2025
INV000753,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,24-01-2025,Lettuce,36,kg,14.94,30.56,568.4,Net 15,Approved,08-02-2025
INV000754,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,30-07-2024,Pasta,145,kg,19.88,75.35,2957.95,Net 60,Approved,28-09-2024
INV000755,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,07-05-2024,Carrots,59,kg,8.82,62.15,582.53,Net 15,Approved,22-05-2024
INV000756,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-07-2024,Rice,27,kg,3.39,10.83,102.36,Net 60,Approved,16-09-2024
INV000757,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,09-01-2025,Milk,37,liters,18.85,50.66,748.11,Net 15,Approved,24-01-2025
INV000758,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,17-08-2024,Bacon,7,kg,24.6,9.23,181.43,Net 15,Approved,01-09-2024
INV000759,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,20-09-2024,Mushrooms,140,kg,17.84,181.18,2678.78,Net 15,Approved,05-10-2024
INV000760,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,30-03-2024,Cooking Oil,142,liters,12.56,67.23,1850.75,Net 30,Approved,29-04-2024
INV000761,Unknown Vendor Co.,"USNS Webster, FPO AE 89148",001-868-751-6048x1754,praviiabi@gmail.com,29-12-2024,Cream,124,liters,24.13,186.79,3178.91,Net 45,Approved,12-02-2025
INV000762,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,25-03-2024,Soft Drink Syrup,123,liters,5.76,19.84,728.32,Net 30,Approved,24-04-2024
INV000763,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,30-06-2024,Turmeric,40,grams,19.65,67.64,853.64,Net 45,Approved,14-08-2024
INV000764,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,01-01-2025,Tomatoes,48,kg,1.78,3.89,89.33,Net 60,Approved,02-03-2025
INV000765,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,20-01-2024,Bell Pepper,139,kg,9.83,106.95,1473.32,Net 30,Approved,19-02-2024
INV000766,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,26-04-2025,Vanilla Essence,32,ml,17.49,51.93,611.61,Net 45,Approved,10-06-2025
INV000767,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,12-03-2025,Olive Oil,29,liters,20.28,23.9,612.02,Net 15,Rejected,27-03-2025
INV000768,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,11-09-2024,Sugar,84,kg,22.21,42.29,1907.93,Net 15,Rejected,26-09-2024
INV000769,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,18-04-2025,Chicken Breast,96,kg,18.91,183.7,1999.06,Net 30,Approved,18-05-2025
INV000770,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,20-06-2024,Bell Pepper,128,kg,11.87,50.49,1569.85,Net 30,Approved,20-07-2024
INV000771,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,18-05-2025,Onions,15,kg,2.38,2.48,38.18,Net 60,Approved,17-07-2025
INV000772,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,19-02-2024,Sugar,70,kg,2.67,15.82,202.72,Net 60,Approved,19-04-2024
INV000773,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,08-05-2025,Black Pepper,97,grams,17.15,98.73,1762.28,Net 15,Approved,23-05-2025
INV000774,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,26-12-2024,Olive Oil,10,liters,17.11,19.23,190.33,Net 45,Approved,09-02-2025
INV000775,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,22-08-2024,Mint Leaves,104,grams,20.7,48.66,2201.46,Net 60,Approved,21-10-2024
INV000776,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,19-05-2025,Cumin,82,grams,16.89,56.24,1441.22,Net 60,Pending,18-07-2025
INV000777,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,13-11-2024,Bacon,19,kg,12.18,5.38,236.8,Net 60,Approved,12-01-2025
INV000778,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,31-03-2024,Cooking Oil,38,liters,25,80.54,1030.54,Net 60,Approved,30-05-2024
INV000779,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,18-04-2024,Vanilla Essence,136,ml,13.14,38.41,1825.45,Net 30,Approved,18-05-2024
INV000780,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,05-02-2024,Chili Powder,27,grams,1.35,1.76,38.21,Net 15,Approved,20-02-2024
INV000781,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,29-01-2024,Garlic,102,kg,13.01,32.28,1359.3,Net 45,Approved,14-03-2024
INV000782,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,24-08-2024,Ginger,59,kg,20.23,107.36,1300.93,Net 45,Approved,08-10-2024
INV000783,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,17-01-2025,Chocolate Sauce,14,liters,24.64,17.06,362.02,Net 30,Approved,16-02-2025
INV000784,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,31-03-2024,Lemon,35,pieces,6.8,14.59,252.59,Net 45,Approved,15-05-2024
INV000785,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,16-03-2024,Carrots,7,kg,15.74,9.3,119.48,Net 30,Approved,15-04-2024
INV000786,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,01-07-2024,Banana,8,kg,6.65,2.68,55.88,Net 60,Rejected,30-08-2024
INV000787,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,21-02-2025,Bread,50,pieces,15.91,49.35,844.85,Net 30,Approved,23-03-2025
INV000788,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,15-04-2024,Flour,12,kg,12.89,14.62,169.3,Net 60,Approved,14-06-2024
INV000789,DessertCart,"433 Jill Springs, New Roberttown, CO 29158",9175552233,praviiabi@gmail.com,28-10-2024,Salt,43,kg,6.73,28.96,318.35,Net 45,Approved,12-12-2024
INV000790,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,18-12-2024,Vanilla Essence,26,ml,8.72,22.61,249.33,Net 60,Approved,16-02-2025
INV000791,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,15-10-2024,Potatoes,60,kg,19.06,117.27,1260.87,Net 30,Rejected,14-11-2024
INV000792,SpiceHub,"76724 John Points Suite 969, Coxberg, NY 65187",4085559921,praviiabi@gmail.com,23-02-2025,Bacon,90,kg,11.32,46.41,1065.21,Net 30,Approved,25-03-2025
INV000793,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,21-11-2024,Chocolate Sauce,130,liters,3.54,39.08,499.28,Net 15,Approved,06-12-2024
INV000794,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,01-04-2025,Chocolate Sauce,100,liters,6.47,72.54,719.54,Net 60,Pending,31-05-2025
INV000795,SeaCatch Ltd.,"22691 James Mountain, Tashatown, TX 94967",7135558321,praviiabi@gmail.com,30-04-2024,Chicken Breast,85,kg,14,55,1245,Net 15,Rejected,15-05-2024
INV000796,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,18-11-2024,Turmeric,74,grams,8.79,68.07,718.53,Net 60,Approved,17-01-2025
INV000797,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,23-05-2025,Chili Powder,57,grams,1.46,1.91,85.13,Net 45,Approved,07-07-2025
INV000798,OilWell Traders,"341 Michelle Light, Shawnstad, GA 49021",4155557832,praviiabi@gmail.com,17-03-2024,Bell Pepper,28,kg,4.98,3.56,143,Net 45,Approved,01-05-2024
INV000799,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,15-01-2025,Lettuce,39,kg,1.26,5.6,54.74,Net 30,Approved,14-02-2025
INV000800,MeatMaster Co,"71822 Arroyo Expressway, Allisonchester, IL 71187",3235552290,praviiabi@gmail.com,23-04-2025,Bell Pepper,52,kg,1.11,5.48,63.2,Net 45,Approved,07-06-2025
INV000801,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,12-11-2024,Cooking Oil,78,liters,3.6,25.7,306.5,Net 15,Approved,27-11-2024
INV000802,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,05-08-2024,Garlic,84,kg,22,212.77,2060.77,Net 45,Rejected,19-09-2024
INV000803,Dairy Delights,"809 Burns Creek, Natashaport, IA 08093",6465551188,praviiabi@gmail.com,26-01-2024,Garlic,128,kg,19.34,115.02,2590.54,Net 30,Approved,25-02-2024
INV000804,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,14-10-2024,Yogurt,106,kg,8.05,76.54,929.84,Net 15,Rejected,29-10-2024
INV000805,FreshFarm Produce,"386 Shane Harbors, Port Lindachester, MA 36922",2125551034,praviiabi@gmail.com,17-06-2024,Cream,134,liters,5.16,81.82,773.26,Net 60,Approved,16-08-2024
INV000806,BeverageBay,"514 Moore Alley Suite 828, Port Colleenhaven, PA 26572",6465559911,praviiabi@gmail.com,10-12-2024,Chicken Breast,41,kg,11.6,30.53,506.13,Net 15,Approved,25-12-2024
INV000807,Organic Fruits Co.,"192 Frank Light Suite 835, East Lydiamouth, MO 35594",8185553300,praviiabi@gmail.com,11-12-2024,Bacon,57,kg,15.12,91.36,953.2,Net 45,Approved,25-01-2025
INV000808,Golden Grains,"16155 Roman Stream Suite 816, New Kellystad, OK 25704",3125556754,praviiabi@gmail.com,02-07-2024,Mutton,53,kg,22.84,48.32,1258.84,Net 30,Approved,01-08-2024
